repository,issue_id,title,state,created_at,closed_at,labels
konradrenner/kolabnotes-android,216,pt-rBR Bug,closed,2020-10-17T14:28:26Z,2020-10-21T06:18:18Z,bug
konradrenner/kolabnotes-android,198,Kolab Notizen v3.2.0 - Clicking on the widget to enter the application can make this application suddenly stop,closed,2019-07-01T16:26:48Z,2019-07-11T06:55:13Z,bug
konradrenner/kolabnotes-android,197,"Kolab Notizen v3.2.0 - Disabling the ""Enable Rich Text Editor"" feature, making this application suddenly stop",closed,2019-06-28T16:50:40Z,2019-07-11T06:55:19Z,"bug, help wanted"
konradrenner/kolabnotes-android,188,Notebook export canceled,closed,2018-06-02T00:32:27Z,2020-07-30T08:05:01Z,"bug, help wanted"
konradrenner/kolabnotes-android,186,Kolab Notizen v 3.1.3 Crash when select and open the Print feature in android 7.0,closed,2018-05-29T13:04:20Z,2019-07-11T05:59:16Z,"bug, help wanted, junior job"
konradrenner/kolabnotes-android,174,[Bug]: plus sign disappears after saving,closed,2018-03-19T02:45:51Z,2018-05-21T17:08:13Z,bug
konradrenner/kolabnotes-android,167,Some NullPointers since 3.0.0,closed,2017-12-16T11:43:57Z,2017-12-16T11:47:10Z,bug
konradrenner/kolabnotes-android,160,Permanent crash after adding image to KolabNotes,closed,2017-04-09T21:10:30Z,2017-04-11T07:37:11Z,bug
konradrenner/kolabnotes-android,154,Notebook-selection not working as expected,closed,2017-01-28T18:39:05Z,2017-03-15T16:14:50Z,"bug, Analysis"
konradrenner/kolabnotes-android,141,& in note description,closed,2016-10-20T18:50:30Z,2016-10-20T20:54:16Z,bug
konradrenner/kolabnotes-android,140,NOT_LOADED notes,closed,2016-10-18T19:50:45Z,2016-10-20T20:54:01Z,bug
konradrenner/kolabnotes-android,134,Rotating tablet loses edits,closed,2016-08-03T18:36:38Z,2016-08-11T17:03:42Z,"bug, help wanted"
konradrenner/kolabnotes-android,129,Exported notebooks do not include the description,closed,2016-06-22T12:12:50Z,2016-07-12T09:29:35Z,bug
konradrenner/kolabnotes-android,127,Crash on back if Rich Text is disabled,closed,2016-05-04T06:55:20Z,2016-05-06T06:53:10Z,bug
konradrenner/kolabnotes-android,125,Adding images between note text,closed,2016-04-27T06:37:06Z,2016-05-01T07:41:21Z,"bug, help wanted"
konradrenner/kolabnotes-android,122,Account removal not handled properly,closed,2016-04-04T14:56:02Z,2016-05-01T07:27:36Z,bug
konradrenner/kolabnotes-android,119,Large memory leak,closed,2016-03-23T18:38:54Z,2017-12-12T19:39:31Z,"bug, help wanted"
konradrenner/kolabnotes-android,111,Unsaved changes are lost when the screen rotates.,closed,2016-02-23T13:53:20Z,2016-02-24T16:36:40Z,bug
konradrenner/kolabnotes-android,96,Exception in checkDifferences,closed,2016-01-07T17:20:54Z,2016-01-07T17:25:46Z,bug
konradrenner/kolabnotes-android,94,Exception in checkModificationPermissions(Notebook),closed,2016-01-07T16:00:05Z,2016-01-07T17:27:28Z,bug
