repository,issue_id,title,state,created_at,closed_at,labels
GimVic-app/gimvic-android,3,Native crash,closed,2015-11-06T06:18:18Z,2015-11-06T14:29:01Z,bug
GimVic-app/gimvic-android,1,App cant set day to Sunday if it's curent day,closed,2014-09-21T11:20:57Z,2015-09-07T10:43:14Z,bug
fabian7593/MagicalCamera,38,Permission Problem After Marshmallow,open,2018-01-19T11:55:19Z,,"bug, question"
fabian7593/MagicalCamera,36,Crashing on takePhoto,closed,2018-01-03T16:35:07Z,2019-02-23T21:45:08Z,bug
fabian7593/MagicalCamera,34,Attempt to invoke virtual method 'boolean java.lang.String.equals(java.lang.Object),closed,2017-12-30T18:53:44Z,2019-02-23T08:12:49Z,bug
fabian7593/MagicalCamera,28,Fatal Exception: java.lang.OutOfMemoryError,closed,2017-09-26T09:19:21Z,2019-02-23T06:06:37Z,"bug, new functionallity"
fabian7593/MagicalCamera,26,Duplicate pictures,open,2017-07-26T14:16:31Z,,bug
cmusatyalab/faceswap,3,Client Crashed When the Returned Face ROI is out of boundary,open,2016-07-17T20:05:32Z,,bug
Wisebite/wisebite_android,9,Bug between NestedScrollView and RecyclerView,closed,2017-04-06T13:24:49Z,2017-11-11T11:30:54Z,bug
sdsmdg/trianglify,57,Conflicting allowBackup and supportsRtl attribute on manifest,closed,2018-03-13T21:26:29Z,2018-03-15T08:32:17Z,"bug, library"
sdsmdg/trianglify,56,Incorrect timing of toast notification,closed,2018-02-22T09:24:46Z,2018-03-20T21:14:49Z,"bug, help wanted, app"
sdsmdg/trianglify,47,[BUG] Saved image size,closed,2017-08-14T16:36:03Z,2017-08-27T12:40:44Z,"bug, enhancement"
sdsmdg/trianglify,36,App Crashes on Fast Regeneration,closed,2017-05-21T11:27:03Z,2017-05-24T11:45:56Z,"bug, app"
sdsmdg/trianglify,35,Checkbox Anomalies on Regeneration,closed,2017-05-21T10:37:31Z,2017-05-24T11:45:56Z,"bug, app"
sdsmdg/trianglify,34,View Disappears on Rotating Screen,closed,2017-05-21T10:33:42Z,2017-05-24T11:45:56Z,"bug, library"
sdsmdg/trianglify,23,Full View is not Rendered,closed,2017-05-14T07:08:15Z,2017-05-24T11:45:56Z,"bug, app"
sdsmdg/trianglify,20,Generating triangulation on non UI thread,closed,2017-05-12T20:54:14Z,2017-05-17T16:16:06Z,"bug, library"
sdsmdg/trianglify,18,Incorrect colorization of view ,closed,2017-05-12T20:44:09Z,2017-05-14T10:12:23Z,bug
R-a-dio/R-a-dio-Amazing-Android-App,11,MediaButtonReceiver IllegalStateException Crash,open,2017-08-14T01:46:17Z,,bug
R-a-dio/R-a-dio-Amazing-Android-App,4,Media Volume Does Not Get Changed by the Volume Controls,closed,2017-01-03T15:58:25Z,2017-01-03T17:03:11Z,bug
lewismcgeary/AndroidGameofLife,71,"Force close-app exited during game screen, activity later destroyed",closed,2016-02-06T01:07:00Z,2016-02-07T23:38:40Z,bug
lewismcgeary/AndroidGameofLife,58,shared element transition error,closed,2016-01-29T23:06:33Z,2016-02-05T00:51:33Z,bug
lewismcgeary/AndroidGameofLife,55,fab.hide() and snackbar positioning problem,closed,2016-01-29T00:23:40Z,2016-02-01T23:14:55Z,bug
lewismcgeary/AndroidGameofLife,51,intro screen can go blank,closed,2016-01-26T22:56:50Z,2016-01-28T17:06:22Z,bug
lewismcgeary/AndroidGameofLife,49,memory usage-stop async task,closed,2016-01-26T21:33:57Z,2016-02-08T00:39:51Z,bug
lewismcgeary/AndroidGameofLife,48,quick tap hides floating action button,closed,2016-01-26T16:36:35Z,2016-01-28T21:57:08Z,bug
lewismcgeary/AndroidGameofLife,46,Grid shows all cells alive incorrectly,closed,2016-01-26T00:15:10Z,2016-01-28T12:07:07Z,bug
lewismcgeary/AndroidGameofLife,26,Navbar and status bar flicker during activity transition,closed,2016-01-06T23:13:23Z,2016-02-05T00:52:17Z,bug
lewismcgeary/AndroidGameofLife,20,Some cells still alive after reset,closed,2016-01-06T00:15:28Z,2016-01-29T22:59:43Z,bug
bleissem/babyphone,55,Math.Abs - fix audio max Problem,closed,2018-05-22T11:14:14Z,2018-05-22T12:49:19Z,bug
h6ah4i/android-openslmediaplayer,41,Pause/resume works slowly,open,2017-06-07T19:38:43Z,,"bug, enhancement"
h6ah4i/android-openslmediaplayer,39,Hybrid / Opensl not working on Samsungs newest 7.0 upgrades,open,2017-04-26T20:46:25Z,,bug
h6ah4i/android-openslmediaplayer,35,Playback issue with version 0.7.4,closed,2017-04-09T12:04:31Z,2017-05-06T14:21:49Z,bug
h6ah4i/android-openslmediaplayer,33,Lib size is too big,closed,2017-04-09T00:22:17Z,2017-04-09T02:47:25Z,bug
h6ah4i/android-openslmediaplayer,30,Playback problem in Vivo Smartphones,open,2017-02-04T03:46:19Z,,"bug, help wanted"
h6ah4i/android-openslmediaplayer,28,Can't play OGG files on Android 7+,open,2017-01-29T04:27:56Z,,bug
h6ah4i/android-openslmediaplayer,26,Playback stops after changing several tracks (data sources) in HybridMediaPlayerFactory only..,closed,2017-01-16T19:30:05Z,2017-02-08T10:29:06Z,bug
h6ah4i/android-openslmediaplayer,24,Lossless FLAC file format issue,open,2016-12-01T21:29:32Z,,bug
h6ah4i/android-openslmediaplayer,20,Problem playing mp3 with irregular frequency,closed,2016-09-21T10:04:07Z,2016-09-25T11:14:00Z,bug
h6ah4i/android-openslmediaplayer,17,Streaming Music with HTTPS Source,open,2016-06-01T11:26:50Z,,"bug, question"
h6ah4i/android-openslmediaplayer,8,IncompatibleClassChangeError,closed,2015-02-16T05:34:58Z,2015-02-16T13:40:28Z,bug
h6ah4i/android-openslmediaplayer,6,Sometimes OpenSL/Standard mode switch doesn't work properly,closed,2015-02-13T12:34:48Z,2016-09-25T05:22:45Z,bug
h6ah4i/android-openslmediaplayer,5,Nullpointer exception,closed,2015-02-13T00:46:03Z,2015-02-16T13:40:47Z,bug
h6ah4i/android-openslmediaplayer,4,"Native API example app crashes when ""Don't keep activities"" option is enabled",closed,2015-02-03T16:43:55Z,2015-02-16T13:40:52Z,bug
h6ah4i/android-openslmediaplayer,1,[StandardMediaPlayer] NextPlayer is preferred than setLooping(true)  on Lollipop,closed,2014-12-06T14:39:15Z,2014-12-18T09:38:08Z,bug
Nuvolect/SecureSuite-Android,1,Network Sync and Network Backup Not Working,open,2019-01-15T16:23:37Z,,"bug, up-for-grabs"
tvbarthel/CameraColorPicker,23,[Palette] drop touch when color number >=2,closed,2016-07-31T15:20:52Z,2016-08-06T15:49:03Z,bug
tvbarthel/CameraColorPicker,5,Activating the flash stops the color preview.,closed,2015-03-23T20:34:47Z,2016-07-24T10:03:13Z,bug
rascarlo/AURdroid,25,Application suddenly crashes when I try to switch theme with some package opened,open,2020-11-23T21:55:14Z,,bug
