repository,issue_id,title,state,created_at,closed_at,labels
nispok/snackbar,101,CalledFromWrongThreadException: Only the original thread that created a view hierarchy can touch its views.,closed,2015-03-23T16:23:58Z,2015-03-24T00:49:30Z,bug
nispok/snackbar,76,Snackbar appears behind dialogs,closed,2015-02-01T12:32:16Z,2015-02-11T23:30:40Z,bug
nispok/snackbar,64,Memory leak,closed,2015-01-11T20:16:25Z,2015-01-11T22:03:36Z,bug
nispok/snackbar,50,Problem in SnackbarType.MULTI_LINE,closed,2014-12-22T13:35:49Z,2014-12-24T16:07:46Z,bug
nispok/snackbar,48,how to use snackbar in nested preferences,closed,2014-12-20T08:29:25Z,2014-12-28T15:24:25Z,"bug, duplicate"
nispok/snackbar,41,Snackbar shown behind navigation bar,closed,2014-12-12T19:10:43Z,2014-12-16T18:00:15Z,bug
nispok/snackbar,27,Added fragment sometimes overlays the snackbar,closed,2014-12-01T08:49:45Z,2015-02-11T23:29:13Z,bug
nispok/snackbar,23,Reusing same snackbar instance ,closed,2014-11-24T13:48:33Z,2015-03-01T13:32:44Z,bug
momodalo/vimtouch,46,Scroll by visual line?,open,2013-03-13T04:58:32Z,,bug
momodalo/vimtouch,44,intent from SL4A issue,closed,2013-03-09T01:36:23Z,2013-03-10T23:19:21Z,bug
momodalo/vimtouch,41,The new tab bar breaks the UI,closed,2013-02-27T18:39:15Z,2013-03-01T15:15:57Z,bug
momodalo/vimtouch,22,Open File fails with filenames that have spaces,closed,2012-10-18T21:12:55Z,2013-01-02T15:28:42Z,bug
momodalo/vimtouch,21,Swype	Insert mode doesn't work correctly with Swype,closed,2012-10-16T12:19:02Z,2013-03-11T00:01:29Z,bug
momodalo/vimtouch,17,Progress indicator freezes after download is finished,closed,2012-10-04T01:27:45Z,2012-10-07T16:09:59Z,bug
momodalo/vimtouch,16,Progress indicator should have some text,closed,2012-10-04T01:22:35Z,2012-10-07T16:10:12Z,bug
momodalo/vimtouch,10,vim-latex,open,2012-09-23T22:29:31Z,,bug
momodalo/vimtouch,9,:m+1,closed,2012-09-23T22:26:53Z,2012-10-15T13:13:59Z,bug
momodalo/vimtouch,1,Can't open unicode/multibyte file path,closed,2012-09-11T22:30:03Z,2012-09-15T03:54:46Z,bug
GuacoIV/VisEQ,3,Samsung Galaxy Mini clips the text on RoleActivity,closed,2014-05-20T02:58:37Z,2014-05-23T03:07:41Z,bug
GuacoIV/VisEQ,2,HTC OneX Plus camera issue,closed,2014-05-20T02:43:39Z,2014-05-23T03:07:23Z,bug
GuacoIV/VisEQ,1,Convert search party tasks to threads,closed,2014-05-14T16:58:33Z,2014-05-20T02:35:26Z,bug
loehnertz/HSRMMedialabTimetableApp,38,"If the app was not idled in the background but in deep sleep, the push notification will not cause a jump to the correct event",open,2017-06-20T21:28:30Z,,"bug, enhancement"
loehnertz/HSRMMedialabTimetableApp,29,When logging out in 'portrait' one is sometimes logged in again when rotating to 'landscape',open,2017-05-21T11:38:15Z,,"bug, android"
loehnertz/HSRMMedialabTimetableApp,28,Sometimes when going from 'landscape' to 'portrait' the 'EventItem' component's text is not 'flexed' properly,open,2017-05-21T10:42:45Z,,"bug, android"
loehnertz/HSRMMedialabTimetableApp,26,An Orientation of 'landscape' causes several bugs on iOS,open,2017-05-20T16:57:02Z,,"bug, ios"
loehnertz/HSRMMedialabTimetableApp,25,Upon reinstalling the app when one had it installed beforehand it just crashes,closed,2017-05-20T16:43:55Z,2017-05-20T18:40:25Z,"bug, ios"
loehnertz/HSRMMedialabTimetableApp,24,If the modal in the WeekView is still open when the screen is rotated the app freezes,open,2017-05-20T16:25:49Z,,"bug, ios"
loehnertz/HSRMMedialabTimetableApp,19,The text in the cards in the DayView overflows out of the card in some cases,closed,2017-05-13T19:51:25Z,2017-05-14T00:10:08Z,"bug, ios, android"
