repository,T_total_hours,T_downtime_hours,availability,N_releases,N_bugs,N_total_builds,N_failed_builds,bug_error_rate,build_error_rate,N_failures,mtbf_hours,availability_percent,bug_error_rate_pct,build_error_rate_pct,availability_level,bug_error_rate_level,build_error_rate_level,mtbf_level
keybase/client,57790.25,0.0,100.0,90,0,128,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
Turbo87/XCSoar-TE,6550.52,0.0,100.0,10,0,1,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
supertuxkart/stk-code,55529.2,55529.2,0.0,10,154,1309,56,15.4,0.042781,210,264.42,0.0,0.154,0.042781,Low,Low,Low,High
Subsurface-divelog/subsurface,21672.86,21672.86,0.0,18,230,19741,1996,12.777778,0.101109,2226,9.74,0.0,0.12777778,0.101109,Low,Low,Low,Low
drodin/Stratagus,17790.74,0.0,100.0,7,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
csound/csound,60546.24,60546.24,0.0,20,471,2811,434,23.55,0.154393,905,66.9,0.0,0.23550000000000001,0.154393,Low,Low,Low,Medium
cgeo/cgeo,78157.35,0.0,100.0,128,0,14499,1553,0.0,0.107111,1553,50.33,10000.0,0.0,0.107111,Elite,Elite,Low,Medium
dimagi/commcare-android,70528.61,0.0,100.0,119,0,2147,1425,0.0,0.663717,1425,49.49,10000.0,0.0,0.663717,Elite,Elite,Low,Medium
StoDevX/AAO-React-Native,40389.2,40389.2,0.0,52,249,7570,2136,4.788462,0.282166,2385,16.93,0.0,0.04788462,0.282166,Low,Low,Low,Low
cng1985/tasks,79428.46,0.0,100.0,190,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
imaeses/k-9,78580.51,0.0,100.0,149,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
OlivierGonthier/g3m,44591.42,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
BDE-ESIEE/mobile,47812.97,0.0,100.0,157,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
henrichg/PhoneProfilesPlus,67268.31,2945.01,95.622,106,11,15,0,0.103774,0.0,11,6115.3,9562.2,0.00103774,0.0,Elite,High,Elite,Elite
embraceplus/android,51934.31,0.0,100.0,56,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
actorapp/actor-platform,8013.44,0.0,100.0,97,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
zulip/zulip-mobile,48594.39,48594.39,0.0,132,302,67,25,2.287879,0.373134,327,148.61,0.0,0.022878790000000003,0.373134,Low,Low,Low,Medium
zenorogue/hyperrogue,59286.9,0.0,100.0,35,0,201,37,0.0,0.18408,37,1602.35,10000.0,0.0,0.18408,Elite,Elite,Low,Elite
EasyRPG/Player,64993.78,12001.28,81.5347,18,20,926,87,1.111111,0.093952,107,607.42,8153.47,0.01111111,0.093952,Elite,Low,Low,High
AntennaPod/AntennaPod,75537.55,75537.55,0.0,48,1438,2085,328,29.958333,0.157314,1766,42.77,0.0,0.29958333,0.157314,Low,Low,Low,Medium
btcontract/wallet,4554.13,4554.13,0.0,5,7,0,0,1.4,0.0,7,650.59,0.0,0.013999999999999999,0.0,Low,Low,Elite,High
kontalk/androidclient,51211.73,51211.73,0.0,65,635,0,0,9.769231,0.0,635,80.65,0.0,0.09769230999999999,0.0,Low,Low,Elite,Medium
SimpleMobileTools/Simple-Gallery,57876.52,57876.52,0.0,360,514,0,0,1.427778,0.0,514,112.6,0.0,0.01427778,0.0,Low,Low,Elite,Medium
tutao/tutanota,46774.99,0.0,100.0,223,0,12577,2823,0.0,0.224457,2823,16.57,10000.0,0.0,0.224457,Elite,Elite,Low,Low
pocl/pocl,43801.58,43801.58,0.0,30,33,13729,1155,1.1,0.084128,1188,36.87,0.0,0.011000000000000001,0.084128,Low,Low,Low,Medium
uholeschak/ediabaslib,50402.62,0.0,100.0,27,0,4034,11,0.0,0.002727,11,4582.06,10000.0,0.0,0.002727,Elite,Elite,High,Elite
rsiebert/TVHClient,48980.09,48980.09,0.0,11,131,0,0,11.909091,0.0,131,373.89,0.0,0.11909091,0.0,Low,Low,Elite,High
westnordost/StreetComplete,53205.46,53205.46,0.0,211,1008,1776,497,4.777251,0.279842,1505,35.35,0.0,0.04777251,0.279842,Low,Low,Low,Medium
ccomeaux/boardgamegeek4android,59586.98,20910.88,64.907,62,3,19,0,0.048387,0.0,3,19862.33,6490.7,0.00048387,0.0,Elite,Elite,Elite,Elite
DeviceConnect/DeviceConnect-Android,43103.19,0.0,100.0,25,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
kalemas/bibletime,56630.88,0.0,100.0,15,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
commons-app/apps-android-commons,59545.83,59545.83,0.0,56,1129,2975,603,20.160714,0.202689,1732,34.38,0.0,0.20160714,0.202689,Low,Low,Low,Medium
TeamAmaze/AmazeFileManager,70325.75,70325.75,0.0,63,866,1456,245,13.746032,0.168269,1111,63.3,0.0,0.13746032,0.168269,Low,Low,Low,Medium
UCSD/campus-mobile,54028.48,54028.48,0.0,44,155,268,159,3.522727,0.593284,314,172.07,0.0,0.035227270000000005,0.593284,Low,Low,Low,High
RocketChat/Rocket.Chat.Android,20020.02,20020.02,0.0,44,229,0,0,5.204545,0.0,229,87.42,0.0,0.05204545000000001,0.0,Low,Low,Elite,Medium
danrien/projectBlue,61967.21,1404.73,97.7331,8,1,300,57,0.125,0.19,58,1068.4,9773.31,0.00125,0.19,Elite,High,Low,Elite
00-Evan/shattered-pixel-dungeon,62783.41,62783.41,0.0,35,302,0,0,8.628571,0.0,302,207.89,0.0,0.08628571000000002,0.0,Low,Low,Elite,High
Neamar/KISS,67157.89,67157.89,0.0,76,422,802,5,5.552632,0.006234,427,157.28,0.0,0.05552632,0.006234,Low,Low,Medium,Medium
SimpleMobileTools/Simple-Calendar,57876.02,57876.02,0.0,222,344,0,0,1.54955,0.0,344,168.24,0.0,0.0154955,0.0,Low,Low,Elite,High
johnkil/Android-AppMsg,5507.52,0.0,100.0,4,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
opengisch/QField,59753.78,59753.78,0.0,158,179,42535,2087,1.132911,0.049065,2266,26.37,0.0,0.01132911,0.049065,Low,Low,Low,Medium
moneymanagerex/android-money-manager-ex,40273.16,40273.16,0.0,211,583,2513,42,2.763033,0.016713,625,64.44,0.0,0.02763033,0.016713,Low,Low,Low,Medium
micolous/metrodroid,36950.85,36950.85,0.0,23,35,35,0,1.521739,0.0,35,1055.74,0.0,0.015217389999999999,0.0,Low,Low,Elite,Elite
opacapp/opacclient,62113.35,62113.35,0.0,18,81,0,0,4.5,0.0,81,766.83,0.0,0.045,0.0,Low,Low,Elite,Elite
ccrama/Slide,49902.38,49902.38,0.0,25,780,0,0,31.2,0.0,780,63.98,0.0,0.312,0.0,Low,Low,Elite,Medium
HabitRPG/habitica-android,59681.44,59681.44,0.0,25,746,377,372,29.84,0.986737,1118,53.38,0.0,0.2984,0.986737,Low,Low,Low,Medium
daneren2005/Subsonic,76279.37,76279.37,0.0,92,173,0,0,1.880435,0.0,173,440.92,0.0,0.01880435,0.0,Low,Low,Elite,High
substratum/substratum,23814.8,1318.63,94.463,36,2,0,0,0.055556,0.0,2,11907.4,9446.3,0.00055556,0.0,Elite,Elite,Elite,Elite
WizardFactory/TodayWeather,24486.47,0.0,100.0,55,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
yukuku/androidbible,54380.07,0.0,100.0,23,0,12,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
M66B/NetGuard,43388.7,0.0,100.0,137,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
henrichg/PhoneProfiles,46508.35,0.0,100.0,60,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
DigitalCampus/oppia-mobile-android,28039.32,28039.32,0.0,30,229,0,0,7.633333,0.0,229,122.44,0.0,0.07633333,0.0,Low,Low,Elite,Medium
mozilla-mobile/focus-android,48194.65,48194.65,0.0,250,1072,0,0,4.288,0.0,1072,44.96,0.0,0.04288,0.0,Low,Low,Elite,Medium
predictive-technology-laboratory/sensus,39140.44,39140.44,0.0,213,117,0,0,0.549296,0.0,117,334.53,0.0,0.00549296,0.0,Low,Medium,Elite,High
Vavassor/Tusky,50940.2,50940.2,0.0,93,281,750,101,3.021505,0.134667,382,133.35,0.0,0.03021505,0.134667,Low,Low,Low,Medium
sneerteam/sneer,7382.31,0.96,99.987,10,2,0,0,0.2,0.0,2,3691.16,9998.699999999999,0.002,0.0,Elite,High,Elite,Elite
charlesmadere/smash-ranks-android,26564.1,0.0,100.0,56,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
osmdroid/osmdroid,52935.19,52935.19,0.0,27,142,0,0,5.259259,0.0,142,372.78,0.0,0.05259259,0.0,Low,Low,Elite,High
Samourai-Wallet/samourai-wallet-android,33830.71,0.0,100.0,5,0,0,0,0.0,0.0,0,,10000.0,0.0,0.0,Elite,Elite,Elite,
