repository,issue_id,title,state,created_at,closed_at,labels
MartinStyk/AndroidApkAnalyzer,32,crashes when opening external APK,closed,2018-08-06T03:55:17Z,2018-10-17T06:35:25Z,bug
MartinStyk/AndroidApkAnalyzer,27,analyzing not installed apk from SD card not working ,closed,2018-04-07T12:28:37Z,2018-10-17T06:34:55Z,bug
MartinStyk/AndroidApkAnalyzer,15,API 27 not shown in graphs,closed,2018-01-11T11:31:42Z,2018-01-11T20:24:12Z,bug
DigitalCampus/ujjwal-saathi-oppia-mobile,6,Add translation for client registration activity,open,2014-09-19T06:09:36Z,,"bug, medium priority"
DigitalCampus/ujjwal-saathi-oppia-mobile,3,Check that media plays are tracked correctly,open,2014-09-19T05:51:12Z,,"bug, high priority"
mpv-android/mpv-android,1182,AVIF Images Not Shown as Media Files,closed,2025-12-16T05:56:12Z,2025-12-16T11:30:24Z,"bug, filepicker"
mpv-android/mpv-android,1169,Malayalam subtitle is not rendering properly (missing font support),open,2025-11-14T09:35:59Z,,bug
mpv-android/mpv-android,1168,Touch offset issue in track chooser,closed,2025-11-12T11:53:52Z,2025-12-24T15:05:32Z,"bug, user interface"
mpv-android/mpv-android,1135,playlist_next cause bottom control bar display for less than a second then hide.,closed,2025-09-01T08:07:09Z,2025-09-21T16:40:38Z,bug
mpv-android/mpv-android,1133,Unable to switch between hw and sw decoding,closed,2025-08-17T13:08:41Z,2025-08-22T06:38:22Z,"bug, hwdec"
mpv-android/mpv-android,1126,Main menu scaling issue,closed,2025-07-28T13:07:42Z,2025-07-28T19:29:14Z,"bug, user interface"
mpv-android/mpv-android,1106,Muted video pauses when playing audio from another app,closed,2025-05-17T01:39:53Z,2025-07-24T14:56:13Z,"bug, audio"
mpv-android/mpv-android,1103,PiP causes file confusion in combination with background playback,closed,2025-05-10T10:47:40Z,2025-05-16T14:12:34Z,bug
mpv-android/mpv-android,1094,Crash on old device,closed,2025-04-24T15:20:04Z,2025-04-26T12:36:30Z,"bug, help wanted"
mpv-android/mpv-android,1072,Subtitle font missing Bengali letters,open,2025-02-24T17:53:16Z,,bug
