repository,issue_id,title,state,created_at,closed_at,labels
montselozanod/LearnPop,19,eliminate setting overflow menu from main tool bar,closed,2015-04-12T05:48:21Z,2015-04-15T08:35:28Z,bug
iTXTech/Daedalus,128,[BUG] APP随机崩溃并丢失所有旧的配置,open,2024-01-02T20:33:28Z,,bug
iTXTech/Daedalus,119,compile app error in API 30,closed,2020-10-20T10:20:32Z,2022-05-23T03:55:56Z,bug
iTXTech/Daedalus,114,B,closed,2019-11-05T03:11:21Z,2019-11-06T06:35:25Z,bug
iTXTech/Daedalus,112,App and service gets killed in low memory situations.,closed,2019-09-13T10:59:17Z,2019-10-10T02:59:19Z,bug
iTXTech/Daedalus,111,"hello, Vpn does not work when the application is on the back of Android 9. Xiaomi Redmi Vpn never starts",closed,2019-08-06T20:48:00Z,2019-10-10T03:00:08Z,bug
iTXTech/Daedalus,61,Failed to download rule on Android Oreo,closed,2018-02-14T14:26:20Z,2018-06-23T03:18:28Z,bug
iTXTech/Daedalus,26,使用中的小问题,closed,2017-07-21T09:16:28Z,2017-07-29T14:43:56Z,bug
abhijitparida/bunk,7,Users can access all locally saved passwords with the toggle password visibility button,closed,2018-01-27T21:32:06Z,2018-04-08T08:22:45Z,bug
abhijitparida/bunk,6,Password can be toggled to visible during waiting time.,closed,2018-01-27T21:13:20Z,2018-01-27T21:26:42Z,bug
timeforcoffee/timeforcoffee-android,109,Fix connections with departure,closed,2020-01-21T08:16:32Z,2021-04-05T15:32:03Z,bugfix
timeforcoffee/timeforcoffee-android,71,Some regions don't provide all expected informations,closed,2018-03-19T15:22:20Z,2018-06-22T12:48:28Z,bugfix
timeforcoffee/timeforcoffee-android,64,"""Network error"" when clicking on some lines from certain ""stations""",closed,2018-03-12T16:53:23Z,2018-03-16T10:38:38Z,bugfix
timeforcoffee/timeforcoffee-android,60,Some connection checkpoints are not stations: find a way to filter them,closed,2018-03-12T12:55:47Z,2018-03-16T09:57:00Z,bugfix
timeforcoffee/timeforcoffee-android,59,Loading location layout on the main activity does not disappear when coming from another activity,closed,2018-03-12T12:17:49Z,2018-03-12T15:05:40Z,bugfix
timeforcoffee/timeforcoffee-android,52,"Watch: Smaller timeout, hide the spinner after it and display not connected message",closed,2018-03-09T09:03:55Z,2018-03-09T09:56:36Z,bugfix
timeforcoffee/timeforcoffee-android,48,Fix crash report,closed,2018-02-27T09:29:05Z,2018-02-27T15:31:58Z,bugfix
timeforcoffee/timeforcoffee-android,43,Fix some crashes due to fragment saving/restoration issue,closed,2018-02-19T17:04:37Z,2018-02-20T09:01:19Z,bugfix
