repository,issue_id,title,state,created_at,closed_at,labels
ryanpconnors/art-thief,6,Toolbar hides bottom of ScrollView,open,2016-11-27T20:51:17Z,,"bug, wontfix"
ryanpconnors/art-thief,4,SQLite out of memory on DB insert,open,2016-10-23T15:44:20Z,,bug
ryanpconnors/art-thief,3,ProgressDialog not able to withstand orientation change,open,2016-10-09T21:44:25Z,,bug
ryanpconnors/art-thief,1,Unable to create Share Intent for private images.,open,2016-04-03T22:56:07Z,,bug
BullshitPingu/Guide7,82,Notice board: Events from and to the same date are invisible,closed,2019-04-25T06:56:10Z,2019-04-30T07:33:27Z,"bug, priority: high"
BullshitPingu/Guide7,64,Cannot delete custom week plan events,closed,2019-02-01T10:59:38Z,2019-02-01T16:34:07Z,"bug, priority: high"
BullshitPingu/Guide7,62,Cannot start app without internet connection,closed,2019-01-28T09:56:30Z,2019-02-01T16:46:57Z,"bug, priority: high"
BullshitPingu/Guide7,60,Cannot open links when tapping on link in the notice board,closed,2019-01-17T11:59:13Z,2019-02-01T16:42:37Z,"bug, priority: high"
BullshitPingu/Guide7,59,Appointment end date is always equal to the appointment start date,closed,2019-01-14T11:41:05Z,2019-01-15T18:59:31Z,bug
BullshitPingu/Guide7,54,Not able to refresh notice board (personal and public).,closed,2019-01-11T11:28:29Z,2019-01-11T14:54:39Z,bug
moravianlibrary/kramerius-for-android,233,audio přehrávač - oddělovač za poslední položkou se zobrazuje jen při přehrávání,closed,2015-12-03T13:00:40Z,2015-12-03T13:04:32Z,"bug, audio"
moravianlibrary/kramerius-for-android,231,"Pokud je aplikace zabita, zůstane viset částečně nefunkční notifikace o přehrávání",closed,2015-12-02T20:15:50Z,2015-12-03T02:48:48Z,"bug, audio"
moravianlibrary/kramerius-for-android,221,Po přechodu do aplikace přes notifikaci přehrávání někdy spadne.,closed,2015-10-26T20:57:23Z,2015-12-03T03:09:45Z,"bug, wontfix, audio"
moravianlibrary/kramerius-for-android,199,Nechteny onTap v prohlizecce.,closed,2014-12-03T16:40:06Z,2014-12-09T14:52:12Z,"bug, ZoomifyViewer, High Priority"
moravianlibrary/kramerius-for-android,186,U PDF dokumentu v prohlizecce se nenactou jednotlive stranky.,closed,2014-11-25T16:59:16Z,2014-11-26T15:27:09Z,"bug, High Priority"
moravianlibrary/kramerius-for-android,184,"V hledani se aktualizuje spinner, ale pri novem nacteni hledani se neobnovi podle vyberu spinneru",closed,2014-11-25T15:57:16Z,2014-11-25T16:25:01Z,bug
moravianlibrary/kramerius-for-android,176,pád aplikace po startu (chybějící resource) na Nexus S,closed,2014-11-24T17:30:35Z,2014-11-24T17:50:03Z,bug
moravianlibrary/kramerius-for-android,172,Dialog pro vyber jazyka nerespektuje primaryColor.,closed,2014-11-24T09:21:16Z,2014-11-24T19:50:02Z,bug
moravianlibrary/kramerius-for-android,167,V nove verzi zoomify prohlizecky jsou obrazky ve spatne kvalite.,closed,2014-11-16T22:21:03Z,2014-12-03T09:39:14Z,"bug, ZoomifyViewer, High Priority"
moravianlibrary/kramerius-for-android,166,Aplikace spadne kdyz pri nacitani pdf opustim aktivitu.,closed,2014-11-16T22:18:38Z,2014-11-17T01:30:47Z,"bug, High Priority"
moravianlibrary/kramerius-for-android,165,Nefunguje hledani podle data.,closed,2014-11-16T22:11:43Z,2014-11-17T01:30:47Z,"bug, High Priority"
moravianlibrary/kramerius-for-android,164,velikost pismen u vyhledavani,closed,2014-11-13T21:11:04Z,2014-11-16T05:57:56Z,"bug, Kramerius API, Search"
