repository,issue_id,title,state,created_at,closed_at,labels
mustafakalash/vexscouter,26,Rankings in all skill categories are ranked in robot skill order.,closed,2017-01-23T17:47:10Z,2017-01-23T19:07:58Z,bug
mustafakalash/vexscouter,25,Skills challenges are miscategorized.,closed,2017-01-21T15:39:57Z,2017-01-22T20:13:40Z,bug
mustafakalash/vexscouter,21,Scores in the match list do not update from the not scored styling.,closed,2017-01-20T18:12:04Z,2017-01-21T03:31:33Z,bug
mustafakalash/vexscouter,12,Network errors are not properly handled.,closed,2016-12-16T19:24:07Z,2016-12-19T02:25:45Z,bug
mustafakalash/vexscouter,11,VexDB may return limited results.,closed,2016-12-16T19:22:23Z,2016-12-19T02:25:45Z,bug
mustafakalash/vexscouter,1,"Pressing ""up"" on team page does not load the event the user came from.",closed,2016-12-04T01:22:20Z,2016-12-04T21:23:08Z,bug
DaylightingSociety/WhereAreTheEyes,58,Cameras and marks not showing on map,open,2019-06-19T14:13:14Z,,"bug, Android"
DaylightingSociety/WhereAreTheEyes,54,"Crash / Cannot start on Android (Replicant 6, Samsung Galaxy Note II)",open,2017-10-23T08:22:31Z,,"bug, Android"
DaylightingSociety/WhereAreTheEyes,53,Website Footer is Always Offscreen,open,2017-10-22T21:11:41Z,,"bug, low priority, website"
DaylightingSociety/WhereAreTheEyes,48,"""Follow Direction"" Moves Location Dot Instead of Map",open,2017-10-22T20:45:02Z,,"bug, Android"
DaylightingSociety/WhereAreTheEyes,47,Improve Pin-Marking Speed in Dense Areas,open,2017-10-22T20:42:32Z,,"bug, enhancement, question, server"
DaylightingSociety/WhereAreTheEyes,44,"Prevent Marking Pins at 0,0",open,2017-10-22T20:25:24Z,,"bug, Android, server"
DaylightingSociety/WhereAreTheEyes,43,CSV export not working,open,2017-10-22T02:30:36Z,,"bug, server"
DaylightingSociety/WhereAreTheEyes,39,Failure in submission of camera due to wrong Geo-IP information,closed,2017-06-02T06:11:21Z,2017-06-02T06:28:30Z,"bug, cannot-reproduce, server"
DaylightingSociety/WhereAreTheEyes,35,Building Android app fails -- translation issue?,closed,2017-03-16T18:24:44Z,2017-03-16T22:16:04Z,"bug, Android"
DaylightingSociety/WhereAreTheEyes,25,Offline use,closed,2016-12-10T12:12:42Z,2018-03-07T02:51:47Z,"bug, iOS, Android"
DaylightingSociety/WhereAreTheEyes,22,Feature request: Zoom into map and to current position automatically,closed,2016-12-06T08:10:40Z,2017-10-22T20:46:52Z,"bug, help wanted, Android"
DaylightingSociety/WhereAreTheEyes,18,Move compas completely in view,closed,2016-12-05T12:04:33Z,2017-07-04T19:10:10Z,"bug, iOS, Android"
DaylightingSociety/WhereAreTheEyes,10,Android app should remove location updates when MainActivity is not visible,closed,2016-11-21T22:28:02Z,2017-03-12T06:34:36Z,"bug, Android"
DaylightingSociety/WhereAreTheEyes,8,Score not showing initially,closed,2016-10-28T12:35:57Z,2016-11-10T23:28:28Z,"bug, iOS"
DaylightingSociety/WhereAreTheEyes,5,Adds camera without confirmation,closed,2016-10-25T07:53:24Z,2016-11-10T23:25:46Z,"bug, iOS"
DaylightingSociety/WhereAreTheEyes,2,Host Open-Sans Locally,closed,2016-10-24T06:29:34Z,2016-11-21T16:11:20Z,bug
paolorotolo/GittyReporter,6,Unable to start activity ,closed,2015-07-06T15:04:29Z,2015-07-09T08:43:13Z,bug
kflog-project/Cumulus,174,Waypoint file storage is buggy,closed,2025-09-07T17:20:55Z,2025-09-10T18:51:16Z,"bug, add me as worker"
kflog-project/Cumulus,173,Task type is not set,closed,2025-05-28T10:16:28Z,2025-06-05T17:20:56Z,bug
kflog-project/Cumulus,167,enlarge scrollbars of file selection dialog,closed,2023-05-02T19:21:33Z,2023-05-02T19:32:56Z,bug
kflog-project/Cumulus,163,replace old download links in configuration after loading,closed,2023-01-06T13:35:51Z,2023-01-06T14:04:26Z,bug
kflog-project/Cumulus,159,Flarm answers to NEWTASK and ADDWP sentences are reported as error by Cumulus,closed,2022-12-20T13:58:47Z,2023-01-02T17:05:46Z,bug
kflog-project/Cumulus,158,Using X button in info widget prevents using of close button of main window,closed,2022-11-28T19:11:20Z,2023-01-02T17:06:03Z,bug
kflog-project/Cumulus,154,altimeter auto qhn setup ,closed,2022-06-12T18:47:37Z,2022-06-12T19:28:33Z,bug
kflog-project/Cumulus,147,Flarm commands $PFLA... have to be sent without a checksum,closed,2021-03-21T13:34:45Z,2021-03-21T13:35:02Z,bug
kflog-project/Cumulus,141,BT connect should also be possible under Ubuntu Linux,closed,2021-01-12T21:51:09Z,2021-03-12T19:46:44Z,bug
kflog-project/Cumulus,138,Runway designators are incomplete,closed,2021-01-07T10:47:08Z,2021-03-12T19:42:16Z,bug
kflog-project/Cumulus,133,Flarm IGC task handling has a bug,closed,2018-07-05T06:46:06Z,2018-07-05T07:31:48Z,bug
kflog-project/Cumulus,130,"Do not show information about points, which are not visible at the map.",closed,2018-04-04T17:38:06Z,2018-04-04T17:42:28Z,bug
kflog-project/Cumulus,127,livetrack server change is handled wrong,closed,2018-03-27T09:22:02Z,2018-04-04T17:43:35Z,bug
kflog-project/Cumulus,120,Runway directions are not displayed on OS Ubuntu 64bit,closed,2018-01-14T09:15:51Z,2018-01-14T18:42:06Z,bug
kflog-project/Cumulus,115,"Cumulus crashes under Android, if the volume up or down key is pressed",closed,2017-04-10T19:39:38Z,2017-04-10T19:44:24Z,bug
kflog-project/Cumulus,109,Sometimes Airfield frequency is not displayed,closed,2016-08-31T14:21:13Z,2016-11-26T14:21:10Z,bug
kflog-project/Cumulus,105,https crashes on Android 6,closed,2016-07-22T16:25:31Z,2016-07-22T18:20:47Z,bug
kflog-project/Cumulus,101,A new created waypoint is not stored.,closed,2016-04-23T18:52:26Z,2016-04-23T19:29:35Z,bug
kflog-project/Cumulus,99,Checkbox not changeable for flight trail option in settings map objects,closed,2016-04-17T12:43:57Z,2016-04-23T19:30:09Z,"bug, add me as worker"
kflog-project/Cumulus,98,Google requires an OpenSSL update,closed,2016-04-15T20:05:09Z,2016-04-17T08:54:36Z,"bug, add me as worker"
kflog-project/Cumulus,96,OpenAip should check and recognize empty files,closed,2016-03-14T15:30:20Z,2016-03-18T19:32:54Z,bug
kflog-project/Cumulus,93,Airfield icons are not drawn,closed,2016-03-11T19:32:40Z,2016-03-12T19:18:49Z,bug
kflog-project/Cumulus,89,Set the list pointer back to the edited item after a taskpoint edition,closed,2016-02-21T12:31:15Z,2016-03-12T19:20:12Z,bug
kflog-project/Cumulus,82,"Crash of cumulus, if a activated flight task is replaced by a new one",closed,2016-01-29T22:29:07Z,2016-03-12T19:22:31Z,bug
kflog-project/Cumulus,80,Airspace violation check must consider map center changes too,closed,2015-11-13T16:54:53Z,2015-12-28T10:03:30Z,bug
kflog-project/Cumulus,73,moving detection do not work in a right way,closed,2015-07-30T19:09:43Z,2015-07-30T19:26:20Z,bug
kflog-project/Cumulus,72,Adapt Flarm Radar Display for Android,closed,2015-07-14T14:36:04Z,2015-07-15T19:35:08Z,bug
kflog-project/Cumulus,70,Crash reported on GooglePlay by an Android user,closed,2015-07-06T11:45:14Z,2015-07-06T19:27:15Z,bug
kflog-project/Cumulus,69,Allow multiple time to use the same registration for gliders without changes them automatically,closed,2015-07-05T13:46:59Z,2015-07-05T18:39:49Z,bug
kflog-project/Cumulus,67,Make the vertical scrollbar of the help browser bigger for Android,closed,2015-07-01T13:39:20Z,2015-07-05T18:40:10Z,bug
kflog-project/Cumulus,66,Allow to use the same glider registration multiple times.,closed,2015-06-29T11:20:07Z,2015-07-05T18:40:58Z,bug
kflog-project/Cumulus,62,Flarm read timeout is too short on RS232,closed,2015-06-19T14:29:43Z,2015-06-22T18:50:32Z,bug
kflog-project/Cumulus,60,URL https://www.skylines.aero/ did not work,closed,2015-05-25T20:13:08Z,2015-05-26T20:09:19Z,bug
kflog-project/Cumulus,59,Flarm task declaration should not contain German umlauts,closed,2015-05-20T09:50:37Z,2015-05-20T18:58:55Z,bug
kflog-project/Cumulus,54,The preflight checklist is cut on a Galaxy 3,closed,2015-04-14T21:51:26Z,2015-04-26T18:45:49Z,bug
kflog-project/Cumulus,51,Thermal point info shows sometimes senseless things,closed,2015-03-14T19:06:21Z,2015-03-14T20:15:23Z,bug
kflog-project/Cumulus,48,Missing minus sign in displayed arrival altitude,closed,2015-03-09T08:01:07Z,2015-03-14T20:14:50Z,bug
